preprocessed_text,label
경찰 전주시 주민 진언 남다 찾다 검정 점퍼 검정 추리 닝 바지 보라색 체크 모자 전북 경찰청,34
안전 사고 예방 위해 야외 불 피우다 자제 폭발위험 대비 밀폐 되다 물건 확인 철저 불 사용 시 주변 적다 되다 물건 확인 안전 칙 준수 바라다 천안시,18
북구 목격 되다 김유진 세 찾다 검정 검정 바지 희다 운동화 단발머리 광주 경찰청,34
부산진구 주민 김말숙 세 찾다 흑색 발진 분홍색 점퍼 검정색 기다 바지 부산 경찰청,33
경찰 양천구 주민 김연수 세다 찾다 검정색 후 리스 흰색 휠라 슬리퍼 서울 경찰청,34
원천동 공장화재 검다 연기 다량 발생 인근 시민 외출 자제 외출 시 마스크 착용 안전 유의 하다 바라다 수원시,2
오늘 수원시 영통구 원천동 공장화재 검다 연기 발생 하다 인근 시민 해당 지역 도로 우회 안전 유의 하다 바라다 화성 시청,2
오늘 분경 공성면 오리 타이어 공장 화재 인하다 유독 화학물질 유출 우려 되다 인근 주민 접근 최소 안전 유의 바라다 상주시,35
오늘 영통구 원천동 공장 화재 검다 연기 발생 차량 해당 지역 도로 우회 인근 시민 안전 유의 하다 바라다 수원시,8
서구 주민 유 귀순 세 찾다 검정 점퍼 밤색 바지 회색 밤색 계통 운동화 인천 경찰청,34
칠곡군 배회 박무희 세 찾다 줄무늬 티 검정 패딩 조끼 검정 바지 자주색 털다 경북 경찰청,34
북구 주민 박무희 세 찾다 줄무늬 티 검정 패딩 조끼 검정 바지 자주색 털다 등산 스틱 대구 경찰청,34
연제구 주민 이종섭 남다 찾다 백발 검정 마름모 무늬 빨강 카라 검정 슬리퍼 부산 경찰청,34
영등포구 주민 황규현 남다 찾다 짙다 회색 점퍼 옅다 회색 운동복 검정 운동화 서울 경찰청,34
미추홀 주민 김희수 세 찾다 회색 상의 두운 색계 열점 무늬 바지 회색 운동화 인천 경찰청,34
중구 주민 조보 길씨 남다 찾다 남색 잠바 베이지색 바지 회색 운동화 부산 경찰청,33
거제시 배회 박대성 남다 찾다 검정색 하의 슬리퍼 착용 경남 경찰청,34
상당구 목격 되다 김윤미 세 찾다 흰색 패딩 청바지 흰색 운동화 마스크 충북 경찰청,34
사상구 목격 되다 신영 씨 남다 찾다 검정 계통 점퍼 남색 계통 바지 검정 통구 부산 경찰청,33
사천시 주민 신영 씨 남다 찾다 검정 계통 점퍼 남색 계통 바지 검정 통구 경남 경찰청,33
강서구 식 번지 인근 화재 발생 주변 도로 차량 지역 우회 하다 주시 인근 주민 안전 사고 발생 유의 바라다 강서구,8
오늘 경 광탄면 용 미리 공장화재 인하다 연기 다량 발생 중 창문 닫다 안전 유의 하다 바라다 파주시,2
연안 사고 주의보 발령 중 동해안 높다 파도 예상 되다 방파제 갯 바위 해안가 접근 입수 금지 연안 안전 사고 주의 바라다 포항시,2
한파 주의보 발효 수도 계량기 보일러 동파 방지 야외 활동 자제 외출 시 따뜻하다 복장 방한 용품 착용 방기 화재 주의 안전 유의 바라다 완도군,35
정산 멧돼지 출몰 따르다 일일 시시 총포 이용 포획 실시 예정 안전 위해 주민 정산 출입 금 하다 시기 바라다 음성군,32
부천시 배회 안 채원 세 찾다 흰색 후드 후 리스 검정 바지 희다 신발 검정 가방 경기 남부 경찰청,34
수성구 주민 이선 이씨 세 찾다 빨강 꽃 무늬 남색 흰색 운동화 빨강 팩 대구 경찰청,34
화성시 목격 되다 허다 연씨 남다 찾다 검정 모자 안경 자주색 기다 티 흰색 바지 파랑 팩 경기 남부 경찰청,34
금일 발생 수인 분당선 기흥역 화재 상황 종료 정상 운행 중임 알다 드리다 용인시,35
연안 사고 주의보 발령 동해안 높다 파도 예상 되다 방파제 갯 바위 해안가 접근 입수 금지 연안 안전 사고 주의 바라다 경주시,2
오늘 오전 기온 크다 폭 낮아지다 출근길 따뜻하다 복장 착용 난방 기구 사용 시 화재 안전 유의 하다 바라다 금정구,35
용인시 수인 분당선 기흥역 화재 발생 수인 분당선 상 행선 무 정차 통과 용인경전철 교통 수단 이용 바라다 용인시,35
오늘 용인시 기흥역 화재 발생 수인 분당선 행선 운행중지 중 수인 분당선 상 행선 용인 경전철 정상 운행 이다 용인시,35
오늘 용인시 기흥역 화재 발생 현재 무 정차 운행 이다 용인시,35
철도 노조 태업 금일 열차 별 약 분분 지연 운행 이용 참고 하다 바라다 연천군,8
북한 대남 쓰레기 풍선 다시 부양 중도 민 적 재물 낙하 주의 하다 발견 시 접촉 하다 말다 가깝다 군부 경찰 신고 바라다 충청북도,2
현재 강풍 한파 주의보 가가 발효 이다 낙하 물 피해 발생 하다 않다 하다 야외 활동 자제 노약 체온 유지 안전 유의 하다 바라다 영광군,18
철도 노조 태업 일부 열차 지연 운행 중이 급하다 분 타 교통 수단 이용 바라다 이용 불편 드리다 죄송하다 한국 철도공사,32
오늘 오전 기온 급격하다 떨어지다 매우 쌀쌀하다 날씨 예상 되다 두껍다 복장 보온 관리 해주시 노약 체온 유지 신경 쓸다 바라다 부산시,2
북한 대남 쓰레기 풍선 추정 부양 중 도민 낙하 물 주의 하다 발견 시 접촉 하다 말다 군부 경찰서 신고 바라다 경기도,2
북한 대남 쓰레기 풍선 부양 시민 적 재물 낙하 주의 하다 발견 시 접근 하다 말다 군부 경찰 신고 바라다 서울특별시 청,2
북한 대남 쓰레기 풍선 부양 중임 시민 적 재물 낙하 주의 하다 떨어지다 풍선 발견 시 접촉 하다 말다 군부 경찰 신고 바라다 인천광역시,2
북한 쓰레기 풍선 다시 부양 도민 적 재물 낙하 주의 쓰레기 풍선 발견 시 접촉 하다 말다 군부 경찰 신고 바라다 강원 특별자치도,2
현재 강풍 주의보 발효 이다 선박 비닐하우스 낙하 물 피해 발생 하다 않다 야외 활동 자제 안전 유의 하다 바라다 인천광역시,18
내일 기온 급강하 하다 예상 되다 노약 외출 자제 체온 관리 건강 유의 하다 수도관 동파 난 방기 화재 안전 관리 유의 하다 바라다 강진군,35
금일 시 한파 주의보 발효 영하 강 추위 예상 되다 외출 시 옷차림 따뜻하다 하다 열기 화재 예방 안전 유의 바라다 사상구,35
한파 주의보 발효 내일 아침 급격하다 기온 하강 예상 외출 시 따뜻하다 복장 방한 용품 착용 난 방기 화재 주의 안전 유의 바라다 해운대구,35
금일 시 한파 주의보 발효 급격하다 하강 따르다 농작물 냉 하다 주의 수도 동파 예방 조치 도로 결빙 시 안전 운전 주의 야외 활동 자제 영동군,10
금일 기온 급강하 하다 예상 되다 노약 외출 자제 체온 관리 건강 유의 하다 수도관 동파 난 방기 화재 안전 관리 유의 하다 바라다 천안시,35
양천구 주민 박금 옥씨 세 찾다 보통 체격 검정 후 리스 검정 기다 바지 자주색 운동화 서울 경찰청,33
중구 주민 박다 자씨 세 찾다 보라색 점퍼 검정 바지 절뚝 거리 걸음걸이 대구 경찰청,34
금일 기온 크다 폭 낮아지다 예상 되다 외출 시 보온 쓰시 난 방기 화재 수도관 동파 대비 안전 관리 유의 하다 바라다 화순군,35
관악구 주민 박영 득 남다 찾다 백발 파란 점퍼 색골 덴 바지 베이지색 슬리퍼 서울 경찰청,34
한파 주의보 발효 예정 취약 계층 건강 난방 안부 확인 수도관 보온 조치 하다 바라다 보은군,2
오늘 괴산군 한파 주의보 발령 야외 활동 자제 하다 외출 시 보온 신경 쓸다 수도 계량기 헌 옷 감싸다 동파 방지 하다 괴산군,2
오늘 진안군 한파 경보 발령 가정 내 보온 유지 야외 활동 자제 하다 바라다 수도관 보온 조치 열기 화재 주의 하다 줄다 진안군,35
금일 시 옥천군 한파 주의보 발효 예정 급격하다 하강 따르다 농작물 냉 해주다 수도 동파 예방 조치 도로 결빙 시 안전 운전 주의 야외 활동 자제 옥천군,10
내일 기온 크다 폭 낮아지다 출근길 따뜻하다 복장 착용 건강 관리 쓰시 난방 시설 사용 시 화재 안전 유의 하다 바라다 수영구,35
금일 익산시 한파 주의보 발효 야외 활동 자제 수도 계량기 보일러 동파 방지 열기 화재 유의 하다 익산시,35
오늘 한파 주의보 발령 야외 활동 자제 하다 외출 시 보온 신경 쓸다 수도 계량기 헌 옷 감싸다 동파 방지 하다 담양군,2
오늘 한파 주의보 발효 야외 활동 자제 하다 외출 시 보온 신경 쓸다 수도 계량기 헌 옷 감싸다 동파 방지 하다 장성군,2
오늘 정읍시 한파 주의보 발효 예정 야외 활동 자제 하다 외출 시 보온 신경 쓸다 수도 계량기 헌 옷 감싸다 동파 방지 하다 정읍시,2
오늘 완도군 한파 주의보 발효 예정 가정 내 보온 유지 야외 활동 자제 수도관 보온 조치 열기 화재 주의 하다 줄다 완도군,35
오늘 순천 지역 한파 주의보 발령 야외 활동 자제 하다 외출 시 보온 신경 쓸다 수도 계량기 헌 옷 감싸다 동파 방지 하다 순천시,2
오늘 구례군 한파 주의보 발효 야외 활동 자제 하다 외출 시 보온 신경 쓸다 수도 계량기 헌 옷 감싸다 동파 방지 하다 구례군,2
금일 시 전주시 한파 주의보 발효 가정 내 보온 유지 야외 활동 자제 하다 바라다 수도관 보온 조치 열기 화재 주의 하다 줄다 전주시,35
시 곡성 한파 주의보 발효 야외 활동 자제 하다 가정 내 보온 유지 계량기 동파 방지 보행 시 미끄럼 사고 유의 하다 곡성군,2
오늘 완주군 한파 주의보 발령 가정 내 보온 유지 야외 활동 자제 하다 바라다 수도관 보온 조치 열기 화재 주의 하다 줄다 완주군,35
전국 철도 노동조합 태업 예고 되다 따르다 일부 전동 열차 운행 지연 되다 수 열차 이용 참고 하다 바라다 한국 철도공사,32
오늘 전주 익산 완주 한파 주의보 발령 야외 활동 자제 하다 외출 시 외투 보온 건강 관리 유의 하다 바라다 전북 특별자치도,2
오늘 순창군 한파 주의보 발령 야외 활동 자제 하다 외출 시 보온 신경 쓸다 수도 동파 대비 안전 관리 유의 바라다 순창군,2
금일 시 한파 주의보 발효 예정 급격하다 하강 따르다 농작물 냉 하다 주의 수도 동파 예방 조치 도로 결빙 시 안전 운전 주의 야외 활동 자제 영동군,10
오늘 정읍 순창 고창 한파 주의보 발령 야외 활동 자제 하다 외출 시 외투 보온 건강 관리 유의 하다 바라다 전북 특별자치도,2
오늘 무주 진안 장수 한파 경보 발령 야외 활동 자제 하다 외출 시 외투 보온 건강 관리 유의 하다 바라다 전북 특별자치도,2
오늘 무주군 한파 경보 발령 야외 활동 자제 하다 외출 시 보온 신경 쓸다 수도 동파 대비 안전 관리 유의 바라다 무주군,2
오늘 장수 지역 한파 경보 발령 야외 활동 자제 하다 외출 시 보온 신경 쓸다 수도 계량기 헌 옷 감싸다 동파 방지 하다 장수군,2
오늘 한파 경보 야외 활동 자제 하다 외출 시 보온 신경 쓸다 수도 계량기 헌 옷 감싸다 동파 방지 하다 행정안전부,2
진주시 주민 김민호 남다 찾다 검정 잠바 흰색 바지 흰색 운동화 검정 가방 경남 경찰청,34
내일 기온 급격하다 떨어지다 예상 되다 체온 유지 건강 관리 비닐하우스 농작물 관리 열기 사용 시 화재 예방 안전 사고 유의 바라다 보령시,35
오늘 경 발생 정남면 공장화재 연기 발생 인근 주민 창문 닫다 안전 유의 하다 바라다 화성시,2
한파 주의보 발표 시 발효 기온 크다 폭 낮아지다 외출 시 방한 용품 착용 노약 체온 유지 난 방기 화재 주의 안전 유의 하다 바라다 양산시,35
강풍 주위 보 발령 중 오후 시시 조기 겹 치다 해안가 지대 침수 예상 되다 해당 지역 출입 자제 안전 유의 하다 바라다 신안군,32
장호 원리 번지 층 상가 화재 발생 검다 연기 다량 발생 인근 주민 창문 닫다 외출 자제 안전 유의 하다 시기 바라다 이천시,35
오늘 작동 비닐하우스 화재 발생 연기 확산 중 인근 주민 창문 닫다 안전 사고 발생 유의 하다 바라다 부천 시청,2
연안 사고 주의보 발령 동해안 높다 파도 예상 되다 방파제 갯 바위 해안가 접근 입수 금지 연안 안전 사고 주의 바라다 포항시,2
한파 주의보 발표 내일 새벽 기온 크다 폭 떨어지다 예상 되다 외출 시 방한 용품 착용 난 방기 화재 주의 안전 유의 하다 바라다 남구,35
오늘 시 한파 주의보 강원 남부 산지 발효 예정 도로 결빙 주의 동파 방지 노약 체온 유지 화재 예방 농작물 피해 예방 주의 하다 바라다 삼척시,35
지역 강풍 주의보 발효 중 외출 자제 하다 낙하 물 의하다 피해 발생 하다 않다 안전 유의 하다 바라다 해남군,18
오늘 시 한파 주의보 발효 예정 도로 결빙 주의 수도관 동파 방지 방한 용품 착용 안전 건강 관리 유의 바라다 김해시,10
오늘 시 영광군 한파 주의보 발표 급격하다 기온 하강 예상 되다 노약 체온 유지 시설 물 점검 안전 유의 바라다 영광군,18
오늘 시 기장군 한파 주의보 발표 내일 아침 급격하다 기온 하강 최저 기온 도 예상 되다 노약 체온 유지 시설 물 점검 안전 유의 바라다 기장군,18
조기 오후 시시 바닷물 수위 최고 상승 예상 되다 해안가 주택 주차 차량 이동 피해 없다 대비 바람 신안군,32
성북구 주민 윤수 자씨 세 찾다 백색 파마머리 흰색 뽀글 점퍼 검정 바지 핑크색 신발 서울 경찰청,34
경찰 거제시 배회 박하나 세다 찾다 베이지색 상의 청바지 검정 슬리퍼 경남 경찰청,34
현재 강풍 주의보 발령 야외 활동 자제 하다 날아가다 쉽다 입 간판 단단하다 고정 하다 줄다 물건 떨어지다 다치다 않다 유의 하다 영광군,2
오늘 강풍 경보 야외 활동 자제 하다 날아가다 쉽다 입 간판 단단하다 고정 하다 줄다 물건 떨어지다 다치다 않다 유의 하다 행정안전부,2
경찰 남구 주민 전유민 남 세다 찾다 남색 기다 상의 남색 기다 바지 스포츠 머리 부산 경찰청,33
경찰 보은군 최종 목격 되다 임 줍다 남다 찾다 파란색 반바지 뚱뚱하다 편 충북 경찰청,34
오늘 시 분경 정읍시 초산동 햇살 재다 인복 센터 건물 화재 발생 차량 건물 주변 도로 우회 산불 아니다 알다 드니 정읍시,8
토 시 인천광역시 해수면 수위 차갑다 크다 조기 해안가 저지 대의 침수 범람 우려 안전 유의 하다 바라다 인천광역시,31
오늘 시 분경 창녕 부근 상 행선 차로 추돌사고 발생 화물차 전도 되어다 정체 예상 되다 서행 하다 시기 바라다 창녕군,2
광진구 주민 박 원영 세 찾다 녹색 패딩 남색 청바지 검다 신발 흰색 에코 서울 경찰청,34
용산 시 최종 목격 되다 홍 숙희 세 찾다 흰색 점퍼 청색 모자 보라색 줄무늬 티 서울 경찰청,34
경찰 하남시 주민 홍 숙희 세 찾다 흰색 점퍼 청색 모자 보라색 줄무늬 티 경기 남부 경찰청,34
중부내륙 고속도로 창원 방향 대합면 부근 중추돌 교통사고 현풍 창녕 구간 정체 중부내륙 고속도로 창원 방향 이용 차량 국도 우회 바라다 창녕군,8
구리시 실종 되다 이상연 남다 찾다 검정색 잠바 검정색 바지 지팡이 경기 북부 경찰청,34
부천시 주민 채순자 세 찾다 붉다 파란 조끼 검정 바지 파란색 고무 슬리퍼 경기 남부 경찰청,34
고양시 주민 최 자씨 세 찾다 검정 패딩 홍수 바지 검정 운동화 남색 모자 경기 북부 경찰청,34
일화 연안 사고 관심 발령 물놀이 너울 파도 인명 피해 우려 낚시 방문객 해안 사고 주의 바라다 영덕군,2
북구 주민 최정윤 세 찾다 갈색 코트 청바지 파란 체크 담요 소지 대구 경찰청,34
창원시 목격 되다 영애 세 찾다 검정 바람막이 검정 바지 검정 운동화 회색 모자 경남 경찰청,34
현재 김해시 대동면 알다 인근 지방도 호선 교통사고 발생 사고 수습 인하다 차량 정체 차량 우회 하다 운행 바라다 김해시,8
오늘 와부읍 물다 산 인근 산불 발생 진화 입산 금지 인근 주민 등산 객 안전 사고 주의 하다 남양주시,2
토 시 인천광역시 해수면 수위 차갑다 크다 조기 해안가 저지 대의 침수 범람 우려 안전 유의 하다 바라다 인천광역시,31
금일 해수면 수위 차갑다 크다 조기 해안가 지대 시설 물 침수 범람 우려 안전 유의 하다 바라다 옹진군,18
광명시 목격 되다 김 원숙 세 찾다 청록색 황토색 정수리 희다 머리 희다 운동화 경기 남부 경찰청,34
금천구 주민 김 원숙 세 찾다 청록색 황토색 정수리 희다 머리 흰색 운동화 서울 경찰청,34
노원구 목격 되다 이종우 남다 찾다 벽돌 색상 검정 패딩 조끼 회색 바지 체크 모자 지팡이 서울 경찰청,34
중랑구 주민 승복 남다 찾다 푸른색 셔츠 갈색 바지 슬리퍼 검정 머리 서울 경찰청,34
분경 달서구 장동 공장 화재 발생 연기 인하다 차량 건물 주변 도로 우회 주변 시민 접근 금지 바라다 달서구,8
사하구 주민 김복수 남다 찾다 하늘색 환자복 하의 흰색 실내 부산 경찰청,34
오늘 진 에버 빌다 차 정전 되어다 복구 진 에버 빌다 차 주민 전기 기기 전원 끄다 손전등 사용 하다 안전 사고 유의 하다 춘천시,2
경 발생 강동동 장소 정정 인근 화재 현재 잔불 정리 인근 주민 안전 유의 하다 바라다 강서구,35
강서구 강동동 화재 발생 주변 도로 차량 지역 우회 하다 주시 인근 주민 안전 사고 발생 유의 바라다 강서구,8
안양시 실종 되다 김철진 남다 찾다 남색 잠바 갈색 모자 검정 안경 흰색 운동화 경기 남부 경찰청,34
분경 공주시 정안면 상룔길 대원 유통 인근 화재 발생 연기 인하다 차량 건물 주변 도로 우회 주변 시민 접근 금지 바라다 공주시,8
북구 목격 되다 김형빈 남다 찾다 남색 점퍼 남색 기다 바지 검정 운동화 뿔테 안경 광주 경찰청,33
화성시 목격 되다 이미숙 세 찾다 회색 원피스 검정 기다 바지 슬리퍼 경기 남부 경찰청,33
오산시 주민 이미숙 세 찾다 통통하다 회색 원피스 검정 기다 바지 슬리퍼 경기 남부 경찰청,33
고양시 실종 되다 표영준 남다 찾다 백발 검정 잠바 검정 바지 검정 운동화 경기 북부 경찰청,34
수원시 배회 유근 주씨 세 찾다 녹색 롱패딩 잠바 검정 기다 바지 검정 운동화 경기 남부 경찰청,33
안양시 배회 유근 주씨 세 찾다 녹색 롱패딩 잠바 검정 기다 바지 검정 운동화 경기 남부 경찰청,33
오늘 지진 멀다 바다 발생 지진 피해 없다 예상 되다 추가 지진 발생 유의 하다 시기 바라다 제주도,2
금일 분 서귀포시 이어도 북동쪽 해역 규모 지진 발생 추가 지진 발생 하다 수 추가 지진 발생 유의 하다 시기 바라다 제주도,8
오늘 지진 멀다 바다 발생 지진 피해 없다 예상 되다 추가 지진 발생 유의 하다 시기 바라다 제주도,2
시 분 제주시 서쪽 해역 규모 지진 발생 추가 지진 발생 하다 수 추가 지진 발생 유의 하다 시기 바라다 제주도,2
오늘 분경 발생 양감면 리 공장화재 연기 발생 인근 주민 창문 닫다 안전 유의 하다 바라다 화성시,2
영암군 실종 되다 최영 만나다 씨 찾다 키잔 체크 무늬 자켓 곤색 바지 착용 보호 발견 하다 분 신고 바라다 영암군,34
양천구 주민 최 우승 남다 찾다 회색 남색 후드 짚업 흰색 티 회색 반바지 희다 운동화 서울 경찰청,33
경찰 여수시 배회 중인 정민지 세다 찾다 왜소하다 편 전남 경찰청,34
종로구 배회 진정 남씨 남다 찾다 왼쪽 안면 붉다 반점 보라색 점퍼 검정 계열 모자 서울 경찰청,34
경찰 관악구 최종 목격 되다 씨남 세 찾다 검정색 남색 반바지 서울 경찰청,33
종로구 실종 되다 임일웅 남다 찾다 백발 남색 패딩 점퍼 체크 무늬 셔츠 체크 무늬 신발 서울 경찰청,33
은파 유원지 인근 사슴 출몰 피해 발생 되다 우려 산책 자제 사슴 발견 시 접근 금지 안전 유의 바라다 군산시,18
경찰 서초구 최종 목격 되다 씨남 세 찾다 검정색 남색 반바지 서울 경찰청,33
양천구 주민 금 권씨 남다 찾다 파란색 남방 녹색 자켓 검정 바지 검정 신발 자전거 서울 경찰청,34
동대문구 배회 김대원 남 세 찾다 밤색 티셔츠 검정 바지 검정 경량 패딩 검정 크로스 서울 경찰청,34
시 달방댐 비상 방류 하천 수위 상승 예상 하천 주변 계시다 경우 안전하다 곳 대피 바라다 한국 수자원공사,33
해운대구 배회 박양 자씨 세 찾다 빨강 기다 점퍼 꽃 무늬 기다 바지 검정 슬리퍼 지팡이 부산 경찰청,33
오늘 분경 사곡면 운암 리 인근 마곡사 주변 산 중턱 발생 산불 불 진화 완료 되어다 대피 안내 종료 되어다 알다 드리다 공주시,2
경 공주시 사곡면 운암 리 번지 일원 산불 발생 하다 확산 우려 되다 인근 주민 등산 객 산 멀리 떨어지다 마곡 초등학교 대피 하다 공주시,31
제주시 실종 되다 이종 부씨 남다 찾다 감귤 색상 살구색 운동화 은색 바리 지팡이 제주 경찰청,34
창원시 배회 이갑 임씨 세 찾다 보라색 티셔츠 꽃 무늬 조끼 검정 바지 경남 경찰청,34
원주시 실종 되다 박다 임씨 세 찾다 꽃 무늬 조끼 검정 바지 검정 운동화 금테 안경 강원 경찰청,34
평택시 주민 김영 소씨 세 찾다 백발 파마 남색 점퍼 바지 신발 희다 마스크 경기 남부 경찰청,33
수원시 목격 되다 진정 남씨 남다 찾다 안면 붉다 반점 보라색 점퍼 검정 바지 경기 남부 경찰청,34
영도구 주민 이윤기 남다 찾다 검정 잠바 검정 기다 바지 파랑 운동화 부산 경찰청,33
강서구 목격 되다 김홍 건 남다 찾다 두운 색 점퍼 검정 기다 바지 검정 운동화 서울 경찰청,33
오늘 양평군 강상면 월리 일원 산불 발생 입산 금지 인근 주민 등산 객 안전 사고 주의 하다 양평군,2
광진구 주민 김대원 남다 찾다 밤색 티셔츠 검정색 기다 바지 검정색 경량 패딩 서울 경찰청,33
철원군 실종 되다 임현 호씨 남다 찾다 검정 계통 잠바 흰색 기다 셔츠 회색 통기다 바지 강원 경찰청,33
양산시 실종 되다 백은영 세다 찾다 상하 흰색 추리 닝 희다 운동화 검정 뿔테 안경 경남 경찰청,34
송파구 목격 되다 최승희 세 찾다 상의 베이지 코트 검정 바지 서울 경찰청,34
서초구 주민 최승희 세 찾다 상의 베이지 코트 검정 바지 서울 경찰청,34
오늘 경 임고면 부지역 정전 현재 전력 사용 유 무선 통신 서비스 일부 사용 불가 한전 복구 인근 안전 유의 하다 바라다 영천시,2
오늘 숭의동 재연 사우나 화재 발생 차량 건물 주변 도로 우회 건물 내 시민 건물 밖 대피 하다 미추홀,8
금일 숭의동 천재 사우나 건물 화재 발생 차량 건물 주변 도로 우회 건물 내 시민 건물 밖 대피 하다 인천광역시,8
오늘 숭의동 천지인 사우나 건물 화재 발생 차량 건물 주변 도로 우회 건물 내 시민 건물 밖 대피 하다 미추홀,8
중구 배회 중인 정진웅 남다 찾다 배 나오다 추리 닝 검정 회색 바지 검정 크다 록스 서울 경찰청,34
노원구 주민 정진웅 남다 찾다 배 나오다 추리 닝 검정 회색 바지 검정 크다 록스 서울 경찰청,34
수원시 배회 손상 우씨 남다 찾다 검정 하의 운동복 나이키 체크 무늬 티 경기 남부 경찰청,34
서구 주민 최옥 이씨 세 찾다 마르다 체격 파란색 경량 패딩꽃 무늬 바지 대구 경찰청,34
해운대구 주민 이영희 세 찾다 퍼머 머리 안경 밤색 티셔츠 청바지 흰색 운동화 부산 경찰청,34
주소 정정 오늘 경 서신면 매화 리 공장화재 인하다 연기 다량 발생 창문 닫다 안전 유의 하다 바라다 화성시,2
오늘 경 서신면 곡리 공장화재 인하다 연기 다량 발생 창문 닫다 안전 유의 하다 바라다 화성시,2
중구 주민 김근수 세 찾다 노란색 얼룩 무늬 바지 검정 운동화 대전 경찰청,34
광산구 주민 배성모 남다 찾다 남색 잠바 검정 바지 흰색 운동화 광주 경찰청,34
광산구 주민 김현웅 남다 찾다 파란색 병원 복 차림 안경 착용 광주 경찰청,34
오늘 시 유엔 참전용사 국제 추모 날 행사 사이렌 조포 발사 블랙이글스 비행 소음 발생 예정 시민 안전 사고 놀람 유의 바라다 부산시,2
수영구 실종 되다 김주 이씨 세 찾다 마르다 체격 흑색 곱슬 단발머리 착 불상 부산 경찰청,34
경찰 고양시 실종 되다 이종만 남다 찾다 파란색 점퍼 남색 바지 흰색 운동화 경기 북부 경찰청,34
오늘 경 양평군 용문면 위치 용문 터널 내부 교통사고 화재 사고 발생 인근 주민 접근 통제 하다 안전 유의 하다 양평군,35
관악구 주민 김철 준 남다 찾다 마름 백발 짙다 남색 잠바 검정 양복 바지 검정 신발 서울 경찰청,33
영등포구 주민 윤정 임씨 세 찾다 흰색 조끼 검정 바지 검정 삼선슬리퍼 흰색 써다 캡 모자 서울 경찰청,34
광명시 목격 되다 우현 명씨 남다 찾다 검정 모자 점퍼 바지 희다 운동화 절뚝거림 경기 남부 경찰청,34
금천구 주민 우현 명씨 남다 찾다 검정 모자 점퍼 바지 흰색 운동화 절뚝거림 서울 경찰청,34
분 제주시 서쪽 해역 규모 지진 발생 추가 지진 발생 하다 수 추가 지진 발생 유의 하다 시기 바라다 제주도,2
현재 청도군 운문사 번 지방도 정체 심하다 경주 울산 방면 차량 우회 바라다 청도군,8
